"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Hyde Park Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Monolocale (2 Adulti)","1 letto matrimoniale alla francese","8,0","Ottimo","1.410 recensioni","https://www.booking.com/hotel/gb/paddington-apartments.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=28472202_270810808_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=106&highlighted_blocks=28472202_270810808_0_0_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=28472202_270810808_0_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mercure London Bloomsbury Hotel","Camden, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,7","Buono","772 recensioni","https://www.booking.com/hotel/gb/waverleyhousehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=12144006_246030756_1_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=107&highlighted_blocks=12144006_246030756_1_2_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12144006_246030756_1_2_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Park Grand London Paddington","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","7,0","Buono","2.288 recensioni","https://www.booking.com/hotel/gb/the-park-grand-london-paddington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=17937601_202279822_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=108&highlighted_blocks=17937601_202279822_0_2_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17937601_202279822_0_2_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Seven Dials Hotel","Camden, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola con Bagno Interno - Piano Seminterrato - Solo Pernottamento","1 letto singolo","7,7","Buono","2.224 recensioni","https://www.booking.com/hotel/gb/sevendials.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=11893407_264248551_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=109&highlighted_blocks=11893407_264248551_0_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=11893407_264248551_0_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Carlton Hotel","Camden, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Doppia con Letti Singoli con Bagno Interno","2 letti singoli","6,2","Punteggio medio","2.881 recensioni","https://www.booking.com/hotel/gb/carltonhotellondon.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=55865_264250114_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=110&highlighted_blocks=55865_264250114_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=55865_264250114_0_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Four Stars Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola con Bagno Privato","1 letto singolo","5,5","Punteggio medio","423 recensioni","https://www.booking.com/hotel/gb/four-stars.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=330943803_115574536_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=111&highlighted_blocks=330943803_115574536_1_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=330943803_115574536_1_0_0__3960&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hotel Oliver","Kensington e Chelsea, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,2","Buono","1.575 recensioni","https://www.booking.com/hotel/gb/hoteloliver.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=4612_91909296_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=112&highlighted_blocks=4612_91909296_0_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=4612_91909296_0_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Normandie Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Matrimoniale con Bagno Privato","1 letto matrimoniale alla francese","7,1","Buono","860 recensioni","https://www.booking.com/hotel/gb/normandie.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=3567201_199482136_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=113&highlighted_blocks=3567201_199482136_2_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3567201_199482136_2_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Duke Rooms London","Quartiere di Westminster, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale","7,7","Buono","816 recensioni","https://www.booking.com/hotel/gb/the-duke-rooms-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=259568401_104695071_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=114&highlighted_blocks=259568401_104695071_1_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=259568401_104695071_1_0_0__4589&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Park Avenue J Hotel London Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£47","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,9","Buono","3.020 recensioni","https://www.booking.com/hotel/gb/kingshotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=1188_270409788_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=115&highlighted_blocks=1188_270409788_0_2_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=1188_270409788_0_2_0__4650&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Rose Court Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£41","1 notte, 1 adulto","Camera Singola","1 letto singolo","6,1","Punteggio medio","451 recensioni","https://www.booking.com/hotel/gb/therosecourthotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=53380_80860295_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=116&highlighted_blocks=53380_80860295_0_2_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=53380_80860295_0_2_0__4135&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Blakemore Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Camera Singola Club","1 letto singolo","8,2","Ottimo","6.042 recensioni","https://www.booking.com/hotel/gb/blakemore.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=86242_266116907_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=117&highlighted_blocks=86242_266116907_0_2_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=86242_266116907_0_2_0__4575&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Signature Townhouse London Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Matrimoniale Club","1 letto matrimoniale alla francese","8,0","Ottimo","2.567 recensioni","https://www.booking.com/hotel/gb/londonguardshotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=105714_276036048_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=118&highlighted_blocks=105714_276036048_0_2_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=105714_276036048_0_2_0__4800&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Best Western The Boltons Hotel London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,5","Buono","1.912 recensioni","https://www.booking.com/hotel/gb/the-boltons.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=3810305_123732098_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=119&highlighted_blocks=3810305_123732098_0_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3810305_123732098_0_2_0__4800&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"CG Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£48","1 notte, 1 adulto","Camera Matrimoniale Piccola","1 letto matrimoniale alla francese","9,7","Eccezionale","20 recensioni","https://www.booking.com/hotel/gb/cheniston-gardens-greater-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=666977501_273185801_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=120&highlighted_blocks=666977501_273185801_0_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=666977501_273185801_0_0_0__4800&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"YOTEL London Clerkenwell, St Paul's","Islington, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Cabina Solo","1 letto singolo","8,7","Favoloso","186 recensioni","https://www.booking.com/hotel/gb/yotel-london-clerkenwell.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=628542511_244875842_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=121&highlighted_blocks=628542511_244875842_0_2_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=628542511_244875842_0_2_0__4874&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Kings Cross Inn Hotel","Camden, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,0","Buono","4.143 recensioni","https://www.booking.com/hotel/gb/kings-cross-inn.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=39965308_276256493_0_10_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=122&highlighted_blocks=39965308_276256493_0_10_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=39965308_276256493_0_10_0__4312&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Seraphine Kensington Olympia","Kensington e Chelsea, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale alla francese","7,6","Buono","1.328 recensioni","https://www.booking.com/hotel/gb/seraphine-kensington-olympia.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=23626505_118666541_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=123&highlighted_blocks=23626505_118666541_0_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=23626505_118666541_0_0_0__4900&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Grand Royale London Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Camera Matrimoniale Superior","1 letto matrimoniale alla francese","7,6","Buono","4.351 recensioni","https://www.booking.com/hotel/gb/grand-royale-london-hyde-park.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=17933908_202284848_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=124&highlighted_blocks=17933908_202284848_0_2_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17933908_202284848_0_2_0__4900&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Comfort Inn Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,6","Buono","1.067 recensioni","https://www.booking.com/hotel/gb/comfort-inn-hyde-park-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=29197707_243812937_2_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=125&highlighted_blocks=29197707_243812937_2_1_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=29197707_243812937_2_1_0__4900&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Park Grand Paddington Court","Quartiere di Westminster, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Camera Doppia Compact","1 letto matrimoniale alla francese","7,8","Buono","4.321 recensioni","https://www.booking.com/hotel/gb/paddingtoncourthotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=20065610_202292133_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=126&highlighted_blocks=20065610_202292133_0_2_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=20065610_202292133_0_2_0__4900&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Calm and Comfortable House","Kensington e Chelsea, Londra Mostra sulla mappa","£46","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale","","","","https://www.booking.com/hotel/gb/privet-house.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=691943301_285098233_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=127&highlighted_blocks=691943301_285098233_2_0_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=691943301_285098233_2_0_0__4612&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Point A Hotel London Shoreditch","Hackney, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Doppia con Letti Singoli - Senza Finestra","2 letti singoli","8,4","Ottimo","2.251 recensioni","https://www.booking.com/hotel/gb/point-a-london-shoreditch.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=207613704_180155565_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=128&highlighted_blocks=207613704_180155565_0_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=207613704_180155565_0_0_0__4505&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Morgan Hotel","Camden, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Matrimoniale/Doppia con Letti Singoli","Letti: 1 matrimoniale o 2 singoli","8,0","Ottimo","681 recensioni","https://www.booking.com/hotel/gb/morgan.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=169339003_89873095_1_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=129&highlighted_blocks=169339003_89873095_1_1_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=169339003_89873095_1_1_0__4505&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Amber Residence Aparthotel","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Monolocale Standard","Letti: 1 matrimoniale o 2 singoli","8,5","Ottimo","12 recensioni","https://www.booking.com/hotel/gb/amber-residence-aparthotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=665808701_277874665_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=130&highlighted_blocks=665808701_277874665_2_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=665808701_277874665_2_0_0__4505&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Chilworth London Paddington","Quartiere di Westminster, Londra Mostra sulla mappa","£50","1 notte, 1 adulto","Camera Singola Deluxe","1 letto singolo","8,4","Ottimo","3.372 recensioni","https://www.booking.com/hotel/gb/hydehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvvrwYAGwAIB0gIkODVmNTYyNDMtMDY0MS00YTUwLWI5MjAtNTgzMmM5NWUxODdh2AIE4AIB&sid=07653c84a87f551f815d19a2a090af85&all_sr_blocks=12286_99043368_0_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=131&highlighted_blocks=12286_99043368_0_42_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12286_99043368_0_42_0__5000&srepoch=1611691516&srpvid=0ff48d3d8188008d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
